question,1,2,3,4,answer
"To enter this room, insert the card and wait for the light to turn  green. ",exchange,show,switch,turn ,turn 
"Pending the outcome of the negotiations, the company has no choice but to wait and see. ",Pend,Pendent,Pending,To pend,Pending
"Nowadays, the police are using  high-tech radar drones to catch speeders. ",is using ,has used,are using ,have used,are using 
"When Andrew set out to buy a house, he was quick  to hire a real estate agent who could guide him through the process. ",more quickly ,quickly,quicker,quick ,quick 
"Having received news of the criminal’s whereabouts, the police sent out several units to pursue him. ",Received ,Having received,To receive ,To have received,Having received
The Genome Project was a 13-year international effort which began in October 1990. ,began,begins,has begun,is beginning,began
"Based on what I learned at our meeting, I have referred him to a local company whose operation is more in line with his qualifications. ",which,who,whose,whom,whose
Mr. Hirsch’s patience was limited when it came to students who were late to his classes. ,is,are,was,were,was
The couple did not win any awards at the dance competition even though they danced quite exquisitely. ,too,quite,such,much,quite
"The introduction of the Alsberg database network at Paris headquarters was a huge step forward , so the system was soon implemented in all the company's overseas offices. ",through,forward,above,toward,forward
The finance department is scheduled to outline its strategic growth plans at the board of directors' meeting on Wednesday. ,strategic,strategies,strategize,strategically,strategic
"Ms. Bell's duties have been divided up, so no single person will be in charge of all her projects while she is absent.",charge,in charge,be in charge,be charged,be in charge
The prize committee will not accept any late entries for the annual landscaping contest. ,enters,entrances,entries,entering,entries
"Fortunately, both Dr. Smith and his research members seem capable  of explaining the symptoms. ",capable ,capably,capability,capacity,capable 
Please remember that the operation of cameras and other recording devices is not allowed during the performance. ,operate,operation,operated,operator,operation
"In order to help customers with their holiday shopping, the downtown stores have agreed to stay open late during the month of January. ",far,well,much,late,late
Several studies suggest that increasing the amount of walking done in a day can improve overall physical conditioning. ,studies,questions,applications,assignments,studies
"However  often I tell him to be careful, he keeps making the same mistake. ",Whatever,Whenever,Whichever,However ,However 
"Until the graduation started, no one but the master of ceremonies was aware that a celebrity alumnus had been invited to give a speech. ",was,were,has been ,have been,was
"Since you participated in the planning of this project, you are also partially responsible for this unfortunate result. ",guilty,responsible,eligible,negligible,responsible
"With profits down 50%, the board of directors decided to lay off 2,000 workers. ",dismiss,buy,lay,take,lay
The economists predict that we will soon get out of this long tunnel of economic recession . ,inactivity,recession,procession,deficit,recession
"Generally speaking, it is desirable to record a call in the telephone log book as soon as the conversation is over. ",General,Generally,Generalize,Generalization,Generally
The city has an active program to benefit companies that build affordable apartments. ,invasive,elusive,intuitive,active,active
Too many restrictions on employees can result in both frustration and resistance to management policies. ,so,and,but,yet,and
