question,1,2,3,4,answer
"When Andrew set out to buy a house, he was _ to hire a real estate agent who could guide him through the process. ",more quickly ,quickly,quicker,quick ,quick 
"_ news of the criminal’s whereabouts, the police sent out several units to pursue him. ",Received ,Having received,To receive ,To have received,Having received
The Genome Project was a 13-year international effort which _ in October 1990. ,began,begins,has begun,is beginning,began
"Based on what I learned at our meeting, I have referred him to a local company _ operation is more in line with his qualifications. ",which,who,whose,whom,whose
Mr. Hirsch’s patience _ limited when it came to students who were late to his classes. ,is,are,was,were,was
The couple did not win any awards at the dance competition even though they danced _ exquisitely. ,too,quite,such,much,quite
"The introduction of the Alsberg database network at Paris headquarters was a huge step _ , so the system was soon implemented in all the company's overseas offices. ",through,forward,above,toward,forward
The finance department is scheduled to outline its _ growth plans at the board of directors' meeting on Wednesday. ,strategic,strategies,strategize,strategically,strategic
"Ms. Bell's duties have been divided up, so no single person will _ of all her projects while she is absent.",charge,in charge,be in charge,be charged,be in charge
The prize committee will not accept any late _ for the annual landscaping contest. ,enters,entrances,entries,entering,entries
"Fortunately, both Dr. Smith and his research members seem _ of explaining the symptoms. ",capable ,capably,capability,capacity,capable 
Please remember that the _ of cameras and other recording devices is not allowed during the performance. ,operate,operation,operated,operator,operation
"In order to help customers with their holiday shopping, the downtown stores have agreed to stay open _ during the month of January. ",far,well,much,late,late
Several _ suggest that increasing the amount of walking done in a day can improve overall physical conditioning. ,studies,questions,applications,assignments,studies
"_ often I tell him to be careful, he keeps making the same mistake. ",Whatever,Whenever,Whichever,However ,However 
"Until the graduation started, no one but the master of ceremonies _ aware that a celebrity alumnus had been invited to give a speech. ",was,were,has been ,have been,was
"Since you participated in the planning of this project, you are also partially _ for this unfortunate result. ",guilty,responsible,eligible,negligible,responsible
"With profits down 50%, the board of directors decided to _ off 2,000 workers. ",dismiss,buy,lay,take,lay
The economists predict that we will soon get out of this long tunnel of economic _ . ,inactivity,recession,procession,deficit,recession
"_ speaking, it is desirable to record a call in the telephone log book as soon as the conversation is over. ",General,Generally,Generalize,Generalization,Generally
The city has an _ program to benefit companies that build affordable apartments. ,invasive,elusive,intuitive,active,active
Too many restrictions on employees can result in both frustration _ resistance to management policies. ,so,and,but,yet,and
"_ sufficient grant funding can be secured, preliminary research will start early next year. ",Providing,Nevertheless,In view of,The fact that,Providing
The mechanic was likely to _ replacement parts for the old machine. ,acquire,acquiring,acquired,acquisition,acquire
All operators of heavy machinery at Steel Inc. are required to follow the safety regulations listed on the wall _ each work station. ,of,from,beside,with,beside
Any information _ recent market trend can be obtained from our company database. ,pertaining,regarding,relating,around,regarding
Regulations have been enacted to ensure that labels on all medications are easily _ . ,understandably,understand,understanding,understandable,understandable
The most qualified candidate notified the personnel office that she could come for an interview _ convenient. ,whenever,whoever,whichever,whatever,whenever
The tire company intends to _ customers to its newest location. ,attract,wish,compel,make,attract
Orange Artworks is an organization _ mission is to support and encourage public art projects in the Orange Town area. ,that,what,which,whose,whose
"Allen, a senator from New jersey, will _ a conference on August 4 to reaffirm the ban on biological and toxic weapons. ",gather,meet,acquire,convene,convene
"When you apply for the consultant position, knowledge of more than two languages is a _ advantage. ",abundant,stable,certain,distinct,distinct
Our new medicine can be _ to your health. ,complete,vulnerable,whimsical,beneficial,beneficial
"Transnox's new chair is stronger and offers far more comfort than earlier models, but actually costs _ . ",lessen,less,lesser,least,less
Examples of job enrichment opportunities include cross-training to learn new skills and job rotation to perform new tasks in _ position. ,other,others,the others,another,another
Samsung research team recommended _ notebook computers to compete in the domestic market. ,develop,developed,developing,development,developing
Instructions posted above the exits _ the procedures for emergency evacuation. ,is outlined ,outline ,outlining ,are outlined ,outline 
